GID,ID,NAME,TYPE,TOLLINTERV,LAT,LNG,PILENUMBER,STATUS,STARTTIME,ENDTIME,ETCGANTRYH,RSUMANUID,RSUMODEL,RUSID,VPLRUID,VPLRMODEL,VPLRID,HDVUID,HDVMODEL,HDVID,OPERATION,LINKID,CLASS,ZOOM,ZOOMNUMBER,省份编码,门架种类,使用状态,承载门架编,收费广场编,省份名称,门架类型,省界入出口标识
,G003041001005110010,豫皖界_芒砀山第一排东向西,0,,34.1518,116.51,K293+800,0,,,,,,,,,,,,,0,3426538,,0,0,41,实体门架,在用,,,河南省,省界收费门架,省界入口
,G004242001000120010,木子店-鄂东1,0,,31.2209,115.399,K696+050,0,,,,,,,,,,,,,0,3772516,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界出口
,G004242001000120020,木子店-鄂东2,0,,31.2239,115.404,K695+550,0,,,,,,,,,,,,,0,3772516,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界出口
,S000251757000920010,巴陕四川站-巴陕关坝站门架,0,,32.587,106.96,K812+050,0,,,,,,,,,,,,,0,610076235,,0,0,51,实体门架,在用,,,四川省,省界收费门架,省界入口
,S000251757000920020,巴陕四川站-巴陕关坝站门架,0,,32.5862,106.958,K812+260,0,,,,,,,,,,,,,0,610076235,,0,0,51,实体门架,在用,,,四川省,省界收费门架,省界入口
,S000251757000910020,巴陕关坝站-巴陕四川站门架,0,,32.5819,106.947,K813+440,0,,,,,,,,,,,,,0,608076530,,0,0,51,实体门架,在用,,,四川省,省界收费门架,省界出口
,S000251757000910010,巴陕关坝站-巴陕四川站门架,0,,32.5817,106.944,K813+660,0,,,,,,,,,,,,,0,607076769,,0,0,51,实体门架,在用,,,四川省,省界收费门架,省界出口
,G501250002000410020,南雅-宝石主线站2,0,,31.0734,108.066,K36+630,0,,,,,,,,,,,,,0,18662306,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界出口
,G501250002000410010,南雅-宝石主线站1,0,,31.0696,108.1,K33+230,0,,,,,,,,,,,,,0,18662326,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界出口
,G006551001000120020,达陕万源北站-达陕四川站门架,0,,32.1768,108.068,K1201+900,0,,,,,,,,,,,,,0,520112053,,0,0,51,实体门架,在用,,,四川省,省界收费门架,省界出口
,G006551001000120010,达陕万源北站-达陕四川站门架,0,,32.1661,108.064,K1203+200,0,,,,,,,,,,,,,0,49603957,,0,0,51,实体门架,在用,,,四川省,省界收费门架,省界出口
,G551550001000110020,G5515梁平-袁驿2,0,,30.7639,107.487,K451+420,0,,,,,,,,,,,,,0,55338311,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界入口
,G551550001000120010,袁驿-G5515梁平1,0,,30.7564,107.493,K450+400,0,,,,,,,,,,,,,0,62454056,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界出口
,G551214076000620060,柳口站至晋焦终点1,0,,35.4577,113.016,K12+770,0,,,,,,,,,,,,,0,6958605,,0,0,14,实体门架,在用,,,山西省,省界收费门架,省界出口
,G002262004000110020,甘宁省界-静宁站1,0,,35.5621,105.806,K1650+300,0,,,,,,,,,,,,,0,95250005,,0,0,62,实体门架,在用,,,甘肃省,省界收费门架,省界入口
,G002262004000110010,甘宁省界-静宁站1,0,,35.5641,105.811,K1649+860,0,,,,,,,,,,,,,0,69760120,,0,0,62,实体门架,在用,,,甘肃省,省界收费门架,省界入口
,S003241001005110010,永登豫皖界_济祁永登互通第一排,0,,33.8033,116.422,K448+450,0,,,,,,,,,,,,,0,85342631,,0,0,41,实体门架,在用,,,河南省,省界收费门架,省界入口
,G061563003000920010,久治主线站-久治匝道站1,0,,33.4129,101.448,K681+730,0,,,,,,,,,,,,,0,69738880,,0,0,63,实体门架,停用,,,青海省,省界收费门架,省界入口
,G701162001001220010,李家河枢纽立交-甘陕省界1,0,,33.7383,106.027,K558+500,0,,,,,,,,,,,,,0,500022769,,0,0,62,实体门架,在用,,,甘肃省,省界收费门架,省界出口
,S006532001000220010,徐明苏皖省界-双沟东1,0,,34.0194,117.642,K5+378,0,,,,,,,,,,,,,0,108850366,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,S002434001000120010,马鞍山东互通-马鞍山大桥接线皖苏省界1,0,,31.6085,118.562,K299+240,0,,,,,,,,,,,,,0,14829755,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,S003241001005120010,济祁永登互通_永登豫皖界第一排,0,,33.8037,116.422,K448+480,0,,,,,,,,,,,,,0,85342628,,0,0,41,实体门架,在用,,,河南省,省界收费门架,省界出口
,S000434002000120010,接泗泗-泗泗高速皖苏省界1,0,,33.543,117.88,K304+180,0,,,,,,,,,,,,,0,63414675,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,G501250002000420020,宝石主线站-南雅2,0,,31.0741,108.064,K36+730,0,,,,,,,,,,,,,0,18662302,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界入口
,G501250002000420010,宝石主线站-南雅1,0,,31.0738,108.054,K37+690,0,,,,,,,,,,,,,0,42336750,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界入口
,G006031001001110020,G60枫泾收费站-G60省界,0,,30.874,121.018,K65+320,0,,,,,,,,,,,,,0,610128379,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G005542005002610010,章庄铺-东卷起点1,0,,29.8799,111.907,K1825+210,0,,,,,,,,,,,,,0,61945751,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界入口
,S002036010000110010,赣皖界马当站-彭泽核电互通门架1,0,,29.9997,116.783,K1+600,0,,,,,,,,,,,,,0,506111518,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界入口
,S002036010000110020,赣皖界马当站-彭泽核电互通门架2,0,,29.996,116.779,K2+600,0,,,,,,,,,,,,,0,602111186,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界入口
,G501242001000310010,齐岳山-鄂渝1,0,,30.4009,108.792,K16+220,0,,,,,,,,,,,,,0,73610875,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界出口
,G501242001000310020,齐岳山-鄂渝2,0,,30.404,108.791,K16+620,0,,,,,,,,,,,,,0,73610875,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界出口
,G004242004004220010,神农溪-沿渡河1,0,,31.1627,110.263,K1271+188,0,,,,,,,,,,,,,0,57710466,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界入口
,G004242004004220020,神农溪-沿渡河2,0,,31.2006,110.222,K1277+080,0,,,,,,,,,,,,,0,16707971,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界入口
,G004242004004210020,沿渡河-神农溪2,0,,31.1864,110.231,K1275+380,0,,,,,,,,,,,,,0,94509538,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界出口
,G004242004004210010,沿渡河-神农溪1,0,,31.1628,110.265,K1271+047,0,,,,,,,,,,,,,0,57710468,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界出口
,S008942001000410010,咸丰西-朝阳寺1,0,,29.5936,109.022,K210+100,0,,,,,,,,,,,,,0,40371184,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界出口
,S003231001001410020,S32朱枫公路收费站-S32省界,0,,30.9497,121.006,K82+650,0,,,,,,,,,,,,,0,505121994,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,S003231001001410010,S32朱枫公路收费站-S32省界,0,,30.9505,121.01,K82+250,0,,,,,,,,,,,,,0,49345224,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,S001834001000320020,岳武高速皖鄂省界-大别山南2,0,,30.8231,115.915,K601+755,0,,,,,,,,,,,,,0,46624306,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
,S001834001000320010,岳武高速皖鄂省界-大别山南1,0,,30.8184,115.906,K601+790,0,,,,,,,,,,,,,0,46624306,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
,S001834001000310020,大别山南-岳武高速皖鄂省界2,0,,30.8235,115.917,K600+650,0,,,,,,,,,,,,,0,46624403,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,S001834001000310010,大别山南-岳武高速皖鄂省界1,0,,30.8241,115.919,K600+387,0,,,,,,,,,,,,,0,46624403,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,G005032001000920010,苏浙主线-七都1,0,,30.9138,120.438,K110+000,0,,,,,,,,,,,,,0,58944581,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G005032001000920020,苏浙主线-七都2,0,,30.9111,120.436,K110+500,0,,,,,,,,,,,,,0,83536453,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G005032001000910020,七都-苏浙主线2,0,,30.9163,120.44,K109+800,0,,,,,,,,,,,,,0,83536456,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G005032001000910010,七都-苏浙主线1,0,,30.9211,120.445,K109+300,0,,,,,,,,,,,,,0,58012004,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,S003231001001420010,S32省界-S32朱枫公路收费站,0,,30.9492,121.005,K82+700,0,,,,,,,,,,,,,0,520120367,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G005032001000110020,苏沪主线-汾湖2,0,,31.0471,120.889,K61+850,0,,,,,,,,,,,,,0,602129400,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G005032001000110010,苏沪主线-汾湖1,0,,31.048,120.896,K61+100,0,,,,,,,,,,,,,0,607118952,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G005032001000120010,汾湖-苏沪主线1,0,,31.0469,120.886,K61+880,0,,,,,,,,,,,,,0,14876285,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G005032001000120020,汾湖-苏沪主线2,0,,31.047,120.884,K62+280,0,,,,,,,,,,,,,0,609129443,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G005031001000820010,G50省界-G50金泽收费站,0,,31.051,120.907,K59+350,0,,,,,,,,,,,,,0,509119803,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G005031001000820020,G50省界-G50金泽收费站,0,,31.0485,120.899,K60+080,0,,,,,,,,,,,,,0,6800024,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G005031001000810020,G50金泽收费站-G50省界,0,,31.0516,120.908,K59+250,0,,,,,,,,,,,,,0,605119877,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G005031001000810010,G50金泽收费站-G50省界,0,,31.0531,120.913,K58+750,0,,,,,,,,,,,,,0,504118934,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G001531001000110020,G15嘉浏省界-G15汇源路收费站,0,,31.4179,121.178,K1257+200,0,,,,,,,,,,,,,0,4543519,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G001531001000110010,G15嘉浏省界-G15汇源路收费站,0,,31.4216,121.176,K1256+700,0,,,,,,,,,,,,,0,4543519,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G001531001000120010,G15汇源路收费站-G15嘉浏省界,0,,31.4151,121.181,K1257+300,0,,,,,,,,,,,,,0,610124306,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G001531001000120020,G15汇源路收费站-G15嘉浏省界,0,,31.4114,121.183,K1257+800,0,,,,,,,,,,,,,0,610124306,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G001532006000120030,朝阳路-太仓主线3,0,,31.4514,121.158,K1251+356,0,,,,,,,,,,,,,0,41823873,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G000231001000820020,G2绿地大道收费站-G2省界,0,,31.2954,121.131,K1189+700,0,,,,,,,,,,,,,0,605120230,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G000231001000820010,G2绿地大道收费站-G2省界,0,,31.2927,121.137,K1190+250,0,,,,,,,,,,,,,0,605125518,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G001532006000110030,太仓主线-朝阳路3,0,,31.4528,121.157,K1251+276,0,,,,,,,,,,,,,0,4554355,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G005633001001620010,昱岭关-白果1,0,,30.0804,118.984,K111+310,0,,,,,,,,,,,,,0,8265780,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界入口
,S002631001000610020,S26香花桥收费站-S26省界,0,,31.225,121.087,K22+300,0,,,,,,,,,,,,,0,607124425,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,S002631001000610010,S26香花桥收费站-S26省界,0,,31.2252,121.091,K21+900,0,,,,,,,,,,,,,0,610118955,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G015W33001000120020,王江泾主线-观音桥枢纽2,0,,30.8582,120.669,K102+250,0,,,,,,,,,,,,,0,13803415,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界入口
,G015W33001000120010,王江泾主线-观音桥枢纽1,0,,30.8715,120.674,K100+750,0,,,,,,,,,,,,,0,58944587,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界入口
,G015W33001000110030,观音桥枢纽-王江泾主线3,0,,30.8705,120.674,K100+830,0,,,,,,,,,,,,,0,58944584,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G015W33001000110020,观音桥枢纽-王江泾主线2,0,,30.8571,120.669,K102+330,0,,,,,,,,,,,,,0,71021826,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G015W33001000110010,观音桥枢纽-王江泾主线1,0,,30.8488,120.668,K103+350,0,,,,,,,,,,,,,0,71021824,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,S002936016000120020,西湖互通-赣皖界新安站门架2,0,,29.8634,117.216,K109+430,0,,,,,,,,,,,,,0,14859910,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界出口
,S002936016000120010,西湖互通-赣皖界新安站门架1,0,,29.8667,117.222,K108+430,0,,,,,,,,,,,,,0,14859910,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界出口
,S002936016000110010,赣皖界新安站-西湖互通门架1,0,,29.8668,117.222,K107+570,0,,,,,,,,,,,,,0,40878100,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界入口
,S002936016000110020,赣皖界新安站-西湖互通门架2,0,,29.8582,117.206,K108+380,0,,,,,,,,,,,,,0,40878100,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界入口
,G002533001000110020,父子岭-长兴北2,0,,31.1372,119.94,K2195+459,0,,,,,,,,,,,,,0,505109201,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界入口
,G002533001000110010,父子岭-长兴北1,0,,31.1614,119.92,K2192+150,0,,,,,,,,,,,,,0,605109445,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界入口
,G002533001000120030,长兴北-父子岭3,0,,31.1581,119.923,K2192+200,0,,,,,,,,,,,,,0,4475173,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G002533001000120020,长兴北-父子岭2,0,,31.1518,119.929,K2193+100,0,,,,,,,,,,,,,0,4475173,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G002533001000120010,长兴北-父子岭1,0,,31.1342,119.94,K2195+560,0,,,,,,,,,,,,,0,4475135,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G003536007000120020,桃墅枢纽-赣皖界桃墅站门架2,0,,29.8196,117.118,K943+700,0,,,,,,,,,,,,,0,14793709,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界出口
,G003536007000120010,桃墅枢纽-赣皖界桃墅站门架1,0,,29.8264,117.108,K942+280,0,,,,,,,,,,,,,0,1814,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界出口
,G003536007000110010,赣皖界桃墅站-桃墅枢纽门架1,0,,29.8391,117.102,K940+800,0,,,,,,,,,,,,,0,14625979,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界入口
,G003536007000110020,赣皖界桃墅站-桃墅枢纽门架2,0,,29.8295,117.106,K941+900,0,,,,,,,,,,,,,0,1798,,0,0,36,实体门架,在用,,,江西省,省界收费门架,省界入口
,G006031001001120010,G60省界-G60枫泾收费站,0,,30.8732,121.018,K65+350,0,,,,,,,,,,,,,0,601124712,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G006031001001120020,G60省界-G60枫泾收费站,0,,30.8707,121.014,K65+800,0,,,,,,,,,,,,,0,500129121,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G006031001001110010,G60枫泾收费站-G60省界,0,,30.8767,121.022,K64+900,0,,,,,,,,,,,,,0,60327981,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,S003631001000320010,S36省界-S36兴塔收费站,0,,30.8571,121.073,K14+070,0,,,,,,,,,,,,,0,605119581,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G005050001000120020,河源-冷水2,0,,30.1544,108.561,K1501+100,0,,,,,,,,,,,,,0,70569913,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界出口
,G005050001000110010,冷水-河源1,0,,30.1633,108.564,K1499+900,0,,,,,,,,,,,,,0,543064,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界入口
,G004031001000220020,G40省界-G40向化公路收费站,0,,31.6125,121.735,K70+540,0,,,,,,,,,,,,,0,96579312,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G004031001000220010,G40省界-G40向化公路收费站,0,,31.6151,121.73,K71+100,0,,,,,,,,,,,,,0,96579312,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G004031001000210020,G40向化公路收费站-G40省界,0,,31.6124,121.736,K70+500,0,,,,,,,,,,,,,0,7733320,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G004031001000210010,G40向化公路收费站-G40省界,0,,31.6105,121.741,K70+000,0,,,,,,,,,,,,,0,7733317,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,S003631001000320020,S36省界-S36兴塔收费站,0,,30.8562,121.068,K14+550,0,,,,,,,,,,,,,0,508119872,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,S003631001000310020,S36兴塔收费站-S36省界,0,,30.8573,121.074,K14+050,0,,,,,,,,,,,,,0,606122882,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,S003631001000310010,S36兴塔收费站-S36省界,0,,30.8588,121.08,K13+450,0,,,,,,,,,,,,,0,508122910,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,S001233001000110020,浙沪北主线-姚庄2,0,,30.9383,120.979,K2+065,0,,,,,,,,,,,,,0,13814616,,0,0,33,实体门架,停用,,,浙江省,省界收费门架,省界入口
,S001233001000110010,浙沪北主线-姚庄1,0,,30.9448,120.992,K0+600,0,,,,,,,,,,,,,0,8417993,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界入口
,S001233001000120030,姚庄-浙沪北主线3,0,,30.9443,120.991,K0+620,0,,,,,,,,,,,,,0,8417994,,0,0,33,实体门架,停用,,,浙江省,省界收费门架,省界出口
,S001233001000120020,姚庄-浙沪北主线2,0,,30.943,120.989,K0+900,0,,,,,,,,,,,,,0,8417994,,0,0,33,实体门架,停用,,,浙江省,省界收费门架,省界出口
,S001233001000120010,姚庄-浙沪北主线1,0,,30.9416,120.986,K1+170,0,,,,,,,,,,,,,0,8417974,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G004032001000110020,崇启桥路连接点-启东南2,0,,31.7367,121.678,K89+310,0,,,,,,,,,,,,,0,7630517,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G004032001000110010,崇启桥路连接点-启东南1,0,,31.7325,121.676,K88+810,0,,,,,,,,,,,,,0,7630518,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G004032001000120010,启东南-崇启桥路连接点1,0,,31.738,121.679,K89+390,0,,,,,,,,,,,,,0,14876239,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G004032001000120020,启东南-崇启桥路连接点2,0,,31.744,121.683,K90+150,0,,,,,,,,,,,,,0,14876239,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G005633001001620020,昱岭关-白果2,0,,30.0873,118.99,K110+360,0,,,,,,,,,,,,,0,8580047,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界入口
,G005633001001610030,白果-昱岭关3,0,,30.0764,118.981,K111+920,0,,,,,,,,,,,,,0,88822578,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G005633001001610020,白果-昱岭关2,0,,30.0811,118.984,K111+300,0,,,,,,,,,,,,,0,88822578,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G005633001001610010,白果-昱岭关1,0,,30.0876,118.991,K110+350,0,,,,,,,,,,,,,0,8580046,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G006033001000110020,浙沪主线-嘉善付2,0,,30.8044,120.957,K75+120,0,,,,,,,,,,,,,0,13814654,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界入口
,G006033001000110010,浙沪主线-嘉善付1,0,,30.812,120.965,K73+970,0,,,,,,,,,,,,,0,87881182,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界入口
,G006033001000120030,嘉善-浙沪主线3,0,,30.8107,120.964,K74+080,0,,,,,,,,,,,,,0,8594240,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G006033001000120020,嘉善-浙沪主线2,0,,30.8085,120.962,K74+400,0,,,,,,,,,,,,,0,8594240,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G006033001000120010,嘉善-浙沪主线1,0,,30.8037,120.957,K75+180,0,,,,,,,,,,,,,0,13814604,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,S006832001000320010,溧芜苏皖主线-高淳1,0,,31.3443,118.864,K56+316,0,,,,,,,,,,,,,0,60451933,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,S006832001000320020,溧芜苏皖主线-高淳2,0,,31.342,118.86,K56+900,0,,,,,,,,,,,,,0,57500651,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,S006832001000310020,高淳-溧芜苏皖主线2,0,,31.3452,118.865,K56+406,0,,,,,,,,,,,,,0,40370668,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,S006832001000310010,高淳-溧芜苏皖主线1,0,,31.3487,118.872,K55+520,0,,,,,,,,,,,,,0,60451934,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G005634001000110020,徽杭高速皖浙省界-三阳2,0,,30.0366,118.835,K129+030,0,,,,,,,,,,,,,0,8387348,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
,G005634001000110010,徽杭高速皖浙省界-三阳1,0,,30.0337,118.843,K128+050,0,,,,,,,,,,,,,0,8340366,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
,G004250001000110020,G42省界-骡坪2,0,,31.2032,110.221,K1277+470,0,,,,,,,,,,,,,0,57525988,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界入口
,G004250001000110010,G42省界-骡坪1,0,,31.2072,110.215,K1278+130,0,,,,,,,,,,,,,0,57525980,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界入口
,G005634001000120010,三阳-徽杭高速皖浙省界1,0,,30.0378,118.834,K129+120,0,,,,,,,,,,,,,0,15181053,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,G005634001000120020,三阳-徽杭高速皖浙省界2,0,,30.0411,118.823,K130+810,0,,,,,,,,,,,,,0,8387361,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,G004250001000120020,骡坪-G42省界2,0,,31.2074,110.214,K1278+170,0,,,,,,,,,,,,,0,57525976,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界出口
,G004250001000120010,骡坪-G42省界1,0,,31.2091,110.208,K1278+850,0,,,,,,,,,,,,,0,57525972,,0,0,50,实体门架,在用,,,重庆市,省界收费门架,省界出口
,G002532007002020010,苏浙省界-丁山1,0,,31.2412,119.886,K2181+780,0,,,,,,,,,,,,,0,4239943,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G002532007002020020,苏浙省界-丁山2,0,,31.237,119.888,K2182+600,0,,,,,,,,,,,,,0,4239943,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G002532007002010020,丁山-苏浙省界2,0,,31.2445,119.885,K2182+100,0,,,,,,,,,,,,,0,4239945,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G002532007002010010,丁山-苏浙省界1,0,,31.2489,119.883,K2181+282,0,,,,,,,,,,,,,0,4239945,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G152232001001920010,盛泽主线-盛泽1,0,,30.9023,120.687,K95+980,0,,,,,,,,,,,,,0,17846095,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G152232001001920020,盛泽主线-盛泽2,0,,30.8962,120.687,K96+690,0,,,,,,,,,,,,,0,49144879,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界入口
,G152232001001910020,盛泽-盛泽主线2,0,,30.9008,120.687,K96+180,0,,,,,,,,,,,,,0,41674952,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,G152232001001910010,盛泽-盛泽主线1,0,,30.9085,120.686,K95+480,0,,,,,,,,,,,,,0,41674947,,0,0,32,实体门架,在用,,,江苏省,省界收费门架,省界出口
,S003834001000120020,东九高速皖赣省界-接东九2,0,,30.0441,116.865,K2+540,0,,,,,,,,,,,,,0,34986860,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
,S003834001000120010,东九高速皖赣省界-接东九1,0,,30.0426,116.859,K3+100,0,,,,,,,,,,,,,0,34986860,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
,S003834001000110020,接东九-东九高速皖赣省界2,0,,30.0446,116.865,K2+500,0,,,,,,,,,,,,,0,57924922,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,S003834001000110010,接东九-东九高速皖赣省界1,0,,30.0473,116.871,K1+900,0,,,,,,,,,,,,,0,57924922,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,S004234001000620010,黄祁高速皖赣省界-闪里1,0,,29.8819,117.34,K95+415,0,,,,,,,,,,,,,0,14860035,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
,S004234001000620020,黄祁高速皖赣省界-闪里2,0,,29.8818,117.332,K96+180,0,,,,,,,,,,,,,0,14860035,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
,S004234001000610020,闪里-黄祁高速皖赣省界2,0,,29.882,117.341,K95+360,0,,,,,,,,,,,,,0,14859975,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,S004234001000610010,闪里-黄祁高速皖赣省界1,0,,29.8821,117.346,K94+870,0,,,,,,,,,,,,,0,14860027,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界出口
,G003534007000420020,安景高速皖赣省界-良田互通2,0,,29.9885,117.029,K921+330,0,,,,,,,,,,,,,0,70375906,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
,G003534007000420010,安景高速皖赣省界-良田互通1,0,,29.9777,117.033,K922+600,0,,,,,,,,,,,,,0,14711068,,0,0,34,实体门架,在用,,,安徽省,省界收费门架,省界入口
